Easting,Northing,UTM Zone,X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
486219,4746456,T10,-123.1687141,42.87057526,219194,,CERTIFIED,0.2475,2021/08/20 12:59:59+00,2021/08/03 04:34:59+00,0.24,0.1,ORRICC,,,,2022/01/14 18:22:06+00,,,,,Natural,Lightning,,N7VJ,,2021/08/03 03:46:59+00,,2021/08/21 01:52:00+00,,,,,,,NWCC,,,,,,Shively Overlook,,WF,FI,42.87268,-123.1666,,2021/08/02 16:05:00+00,{DCBDA15B-EDD9-4CD4-9427-855DCDEAF002},,0,0,0,0,0,,476,,,,Douglas,ORRICC,41019,BLM,ORROD,,BLM,Federal,,,,,,,NW04,BLM,ORROD,US-OR,Timber,TU1,,,,2021-ORROD-000476,Approved Decision,wildcad,INFORM_Inspector,0,Type 1 Incident,2021/08/15 20:00:47+00,2021/08/05 03:47:01+00,2022/01/14 18:22:06+00,IRWIN,{79590945-AE37-42CD-B484-FE42BDB68D11},0,,
480334,4880967,T10,-123.2456173,44.08162032,219358,,DEFAULT,21.94,,,21.94,,OR78C,,,,,,,,,,,,N7W6,,2021/07/26 21:49:00+00,,,,,,,,,NWCC,,,,,,Fir Butte,,WF,FI,,,,,{E98207A8-0089-4079-A313-4603A20AFB34},,0,1,0,1,0,,25,,,,Lane,OREIC,41039,,,,State,Other,,,,,,,NW03,DOF,OR781S,US-OR,,,,,,2021-OR781S-000025,No Decision,IROC,INFORM_Inspector,0,,,2021/08/05 21:14:33+00,2021/10/28 18:15:35+00,IRWIN,{09D3E5A9-6A99-4F10-81E1-C71DADAD6A7B},,,
485653,4749200,T10,-123.1757141,42.89527526,219384,,CERTIFIED,7.1945,2021/08/04 15:00:00+00,2021/08/15 00:59:59+00,7.2,0.1,ORRICC,,,,2022/01/14 18:23:43+00,,,,,Natural,Lightning,,N7XH,,2021/08/02 01:02:59+00,,2021/09/15 00:00:00+00,,,,,,,NWCC,,,,,,Spring,,WF,FI,42.88668,-123.1743,,2021/08/03 15:00:00+00,{62AB2EE9-4994-4DCC-A616-F1AD55C8703B},,0,0,1,0,0,,481,,,,Douglas,ORRICC,41019,BLM,ORROD,,BLM,Federal,,,,,,,NW04,BLM,ORROD,US-OR,Timber,TU1,,,,2021-ORROD-000481,Approved Decision,wildcad,INFORM_Inspector,0,Type 5 Incident,2021/08/15 20:01:50+00,2021/08/05 22:14:34+00,2022/01/14 18:23:43+00,IRWIN,{D4CA65B0-0F55-4F6E-B6AB-99C5EBA8504B},0,,
615430,4943091,T10,-121.5447141,44.63190552,219438,EK2A,CERTIFIED,18.9176,2021/08/15 16:44:00+00,2021/09/29 22:40:00+00,147,8,ORCOC,800000,,,2021/11/02 21:37:45+00,Minimal,Smoldering,Smoldering,Wind Driven Runs,Natural,Lightning,,,,2021/08/05 22:45:54+00,Type 4 Incident,2021/10/24 21:00:00+00,0,100,0,0,P6,601,NWCC,2021/08/19 20:29:59+00,2021/08/13 21:59:59+00,2021/08/19 20:29:59+00,F,Type 4 IC,BEAN CREEK 0766 CS,Bean Creek,WF,FI,44.61796,-121.5015,,2021/08/06 00:00:00+00,{05BAD581-2A63-496A-93FE-A724F3741525},,0,1,0,1,0,0,766,100,100,Sisters,Jefferson,ORCOC,41031,FS,ORDEF,,USFS,Federal,,,,,,,NW06,FS,ORDEF,US-OR,Timber,TL3,Timber (Grass and Understory),Brush (2 feet),0,2021-ORDEF-000766,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2021/08/07 20:56:52+00,2021/08/06 00:12:41+00,2021/11/02 21:37:46+00,IRWIN,{F2DD3274-6D6B-48A1-BDAA-4E7A8470FB56},,,
481257,4744824,T10,-123.2294141,42.85577525,219536,,CERTIFIED,2057.4672,2021/08/02 19:02:59+00,2021/08/03 16:05:00+00,7,1,ORRICC,0,,,2022/01/14 18:22:49+00,Active,Short Crown Runs,Running,Group Torching,Natural,Lightning,,N7Y5,,2021/08/02 03:06:00+00,Type 1 Incident,2021/08/25 21:59:59+00,0,100,0,0,,,NWCC,2021/08/13 00:00:00+00,2021/08/11 23:00:00+00,2021/08/13 00:00:00+00,F,Type 1 Team,Packard Creek,"5 miles east of Canyonville, OR",WF,FI,42.8553,-123.2365,,2021/08/02 05:48:59+00,{4B4FB6FC-0DF9-44D1-A129-1BCCF9C7FFED},,0,0,1,0,0,0,486,24,100,,Douglas,ORRICC,41019,BLM,ORROD,,Private,Private,Willamette,SE,SE,5W,24,31,NW04,BLM,ORROD,US-OR,Timber,TU1,Timber (Litter and Understory),Heavy Logging Slash,,2021-ORROD-000486,Approved Decision,wildcad,INFORM_Inspector,0,Type 5 Incident,2021/08/10 16:15:05+00,2021/08/06 14:35:25+00,2022/01/14 18:22:49+00,IRWIN,{D528E0F9-B3C6-4275-B9E6-E9D68198219C},0,,
492643,4742619,T10,-123.090014,42.83611636,219594,,DEFAULT,130.3431,2021/08/04 18:59:59+00,2021/09/04 00:00:00+00,118,,ORRVC,0,,,,Active,Short Crown Runs,Running,Group Torching,Natural,Lightning,,N7ZP,,2021/08/02 00:59:59+00,Type 1 Incident,2021/09/15 00:00:00+00,0,100,0,0,,,NWCC,2021/08/12 21:59:59+00,2021/08/11 21:00:00+00,2021/08/12 21:59:59+00,F,Type 1 Team,IKE BUTTE,"5 miles east of Canyonville, OR",WF,FI,,,,2021/08/02 21:04:00+00,{A4083233-85F0-458A-8F0B-FF0816EB4E3E},1,0,1,1,0,0,0,212,23,100,,Douglas,ORRVC,41019,,,,Private,Private,Willamette,SW,NW,3,32,31,NW04,DOF,OR732S,US-OR,Timber,TU1,Timber (Litter and Understory),Light Logging Slash,,2021-OR732S-000212,Approved Decision,firecode,INFORM_Inspector,0,Type 1 Incident,2021/08/07 23:00:48+00,2021/08/06 17:23:01+00,2021/12/09 23:52:24+00,IRWIN,{A2DF3E49-83D4-4EEE-A6AA-6EE1454BFD8D},,,
575458,4899600,T10,-122.0549141,44.24573545,219599,,CERTIFIED,544.2496,2021/08/26 00:00:00+00,2021/10/05 15:00:00+00,544,1,OREIC,365000,,,2022/02/02 20:18:56+00,Minimal,Smoldering,Creeping,Torching,Natural,Lightning,,N71M,,2021/08/06 03:33:00+00,Type 5 Incident,2022/02/01 20:00:00+00,0,100,0,0,P6,618,NWCC,2021/09/02 18:59:59+00,2021/09/01 18:59:59+00,2021/09/02 18:59:59+00,F,Type 5 IC,Knoll,"7 Miles NE of McKenzie Bridge, OR",WF,FI,44.23991,-122.0696,0.5,2021/08/06 15:00:00+00,{F33F8184-8679-442B-BC15-A70B1EAA989F},,0,0,0,0,0,0,210362,100,100,McKenzie Bridge,Lane,OREIC,41039,FS,ORWIF,,USFS,Federal,,,,,,,NW04,FS,ORWIF,US-OR,Timber,TL5,Timber (Litter and Understory),Closed Timber Litter,31,2021-ORWIF-210362,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2021/08/08 17:24:11+00,2021/08/06 17:50:56+00,2022/02/02 20:18:56+00,IRWIN,{0ADED690-0EE1-45B1-BFF2-35701FF8BA6B},0,,
617373,4579342,T10,-121.5968026,41.35703829,219608,EK15,CERTIFIED,50.7,2021/08/11 23:29:59+00,2021/08/23 20:18:00+00,51,1,CARICC,,,,2022/01/18 23:03:49+00,,,,,Natural,Lightning,,,,2021/08/06 18:11:45+00,,2021/08/24 21:23:00+00,,,,,P5,514,ONCC,,,,,,HAMBONE,,WF,FI,41.34744,-121.6401,,2021/08/06 18:12:00+00,{A26DCB69-4D1C-40A2-B85F-74B8898EEDDB},,0,0,0,0,0,,1233,,,,Siskiyou,CARICC,6093,FS,CASHF,,USFS,Federal,,,,,,,NC04,FS,CASHF,US-CA,Grass-Shrub,GS2,,,,2021-CASHF-001233,No Decision,wildcad,INFORM_Inspector,0,,,2021/08/06 18:19:17+00,2022/01/18 23:03:49+00,IRWIN,{0B8DBF62-473C-4AF4-B563-72A5FD9911E2},0,,
482082,4751327,T10,-123.2195141,42.91435525,219609,,CERTIFIED,117.3815,2021/08/02 03:20:00+00,2021/10/15 18:59:59+00,33.76,75,ORRICC,0,,,2022/01/14 18:24:17+00,Active,Short Crown Runs,Running,Group Torching,Natural,Lightning,,N7ZS,,2021/08/02 00:59:59+00,Type 1 Incident,2021/10/31 18:59:59+00,0,100,0,0,,,NWCC,2021/08/12 21:59:59+00,2021/08/11 21:00:00+00,2021/08/12 21:59:59+00,F,Type 1 Team,OShae Cr. ,"5 miles east of Canyonville, OR",WF,FI,42.9113,-123.2247,,2021/08/02 03:20:00+00,{65440A11-3997-4DEA-B11B-9F9C719420B8},,0,1,1,0,0,0,488,23,100,,Douglas,ORRICC,41019,BLM,ORROD,,Private,Private,Willamette,NE,NW,4,6,31,NW04,BLM,ORROD,US-OR,Timber,TU2,Timber (Litter and Understory),Light Logging Slash,,2021-ORROD-000488,Approved Decision,wildcad,INFORM_Inspector,0,Type 5 Incident,2021/08/10 02:24:57+00,2021/08/06 18:31:38+00,2022/01/14 18:24:17+00,IRWIN,{6760BD68-23B8-4EDD-93B1-65F00DF4D890},0,,
663374,4480974,T10,-121.0730134,40.46338827,219616,,CERTIFIED,0.1,,,0.1,0.1,CASIFC,,,,2021/09/03 20:18:24+00,,,,,Human,Incendiary,"Other, Unknown",N7ZX,,2021/08/06 02:45:51+00,,2021/08/07 05:00:00+00,,,,,P5,506,ONCC,,,,,,MOON,,WF,FI,40.463383,-121.073,,2021/08/06 02:48:00+00,{942D581F-37B5-4AA9-AC8F-AF2AE69EA02A},1,0,1,0,0,0,,4555,,,,Lassen,CASIFC,6035,FS,CALNF,,USFS,Federal,,,,,,,NC07,FS,CALNF,US-CA,Timber,TU2,,,,2021-CALNF-004555,No Decision,cfcad,INFORM_Inspector,0,,,2021/08/06 18:52:29+00,2021/09/03 20:18:24+00,IRWIN,{1D78F09C-8BF5-40E2-801D-675EBCD152EB},,,
618495,4579745,T10,-121.5833136,41.36050529,219639,EK15,CERTIFIED,20.8,2021/08/09 02:00:00+00,2021/08/23 21:45:00+00,22.5,1,CARICC,,,,2022/01/13 21:08:51+00,,,,,Natural,Lightning,,,,2021/08/06 19:20:51+00,,2021/08/23 21:48:00+00,,,,,P5,514,ONCC,,,,,,LAKIN,,WF,FI,41.35511,-121.6074,,2021/08/06 20:15:00+00,{027175BA-5BBD-45F6-B577-F5CE0653F982},,0,0,0,0,0,,1235,,,,Siskiyou,CARICC,6093,FS,CASHF,,USFS,Federal,,,,,,,NC04,FS,CASHF,US-CA,Timber,TU5,,,,2021-CASHF-001235,No Decision,wildcad,INFORM_Inspector,0,,,2021/08/06 19:47:29+00,2022/01/13 21:08:52+00,IRWIN,{9682E953-E383-4BE7-99FF-956792EA8665},0,,
532308,4812207,T10,-122.6006141,43.46207535,219673,N68U,CERTIFIED,8969.7135,2021/11/15 20:00:00+00,2021/11/16 20:00:00+00,9432,0.1,ORRICC,,,,2022/03/03 16:22:05+00,,,,,Natural,Lightning,,,,2021/08/02 20:37:00+00,,2021/11/17 20:00:00+00,,,,,P6,,NWCC,,,,,,Little Bend Creek,,WF,FI,43.46207,-122.6006,,2021/08/06 20:39:00+00,{5FAC7BF7-75B2-4B5A-A6BC-8D75AF6624DF},,0,0,0,0,0,0,490,89,100,,Lane,ORRICC,41039,FS,ORUPF,,USFS,Federal,,,,,,,NW04,FS,ORUPF,US-OR,Timber,TL5,,,,2021-ORUPF-000490,No Decision,wildcad,INFORM_Inspector,0,,,2021/08/06 20:47:50+00,2022/03/03 16:22:05+00,IRWIN,{89880C99-C3C5-4F0C-8F8A-C80D2BB59F6D},1,Rough Patch Complex,{A0BA8816-1269-4B42-AB15-7450657B386D}
532131,4776128,T10,-122.604914,43.13721533,220082,N68U,CERTIFIED,4832.6833,2021/11/15 20:00:00+00,2021/11/16 20:00:00+00,4864,199,ORRICC,,,,2022/03/03 15:57:07+00,,,,,Natural,Lightning,,,,2021/08/02 18:41:14+00,,2021/11/17 20:00:00+00,,,,,P6,,NWCC,,,,,,Near Minky,,WF,FI,43.14027,-122.6073,4868,2021/08/08 00:49:00+00,{2E374DD2-222F-49DA-8776-9F3D1EDD56AE},,0,0,0,0,0,0,437,97,100,,Douglas,ORRICC,41019,FS,ORUPF,,USFS,Federal,,,,,,,NW04,FS,ORUPF,US-OR,Timber,TU5,,,,2021-ORUPF-000437,No Decision,wildcad,INFORM_Inspector,0,,,2021/08/08 14:13:54+00,2022/03/03 15:57:07+00,IRWIN,{37419247-4272-4E76-BD77-B2C859C74AF9},1,Rough Patch Complex,{A0BA8816-1269-4B42-AB15-7450657B386D}
1081379,4921942,T10,-115.722313,44.21831605,220520,,CERTIFIED,50.0801,2021/08/22 00:14:59+00,2021/08/22 00:14:59+00,48,1,IDBDC,1474332,,,2021/11/08 19:49:42+00,Minimal,Smoldering,Torching,Smoldering,Natural,Lightning,,N8C9,,2021/08/10 21:26:00+00,Type 4 Incident,2021/09/25 20:53:00+00,0,100,0,0,P4,402,GBCC,2021/08/22 00:14:59+00,2021/08/22 00:00:00+00,2021/08/22 00:14:59+00,F,Type 4 IC,SMITH ,"36 MILES NNE  OF BOISE, IDAHO",WF,FI,44.21486,-115.7281,,2021/08/10 21:32:00+00,{76164835-0F97-4778-88DD-9DBAEFCD8D10},,0,1,0,0,0,0,895,100,100,,Boise,IDBDC,16015,FS,IDBOF,,USFS,Federal,,,,,,,GB04,FS,IDBOF,US-ID,Grass-Shrub,GS2,Timber (Litter and Understory),Brush (2 feet),28,2021-IDBOF-000895,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2021/08/20 22:38:29+00,2021/08/10 21:55:17+00,2021/11/08 19:49:44+00,IRWIN,{2044FAE2-CB34-4627-97CA-DDCB58559ED4},,,
736136,5202105,T10,-119.8979143,46.93043584,220539,,CERTIFIED,159.29,2021/08/10 04:44:59+00,2021/08/30 18:59:59+00,150,1,WACWC,,,,2022/01/11 19:54:45+00,,,,,Undetermined,Debris/Open Burning,,N76X,,2021/08/10 00:20:59+00,,2021/08/30 18:59:59+00,,,,,PN,1522,NWCC,,,,,,SOUTH CANAL,,WF,FI,46.9501,-119.8666,150,2021/08/10 01:15:59+00,{12102EDF-8A81-4BFB-80C1-ED3423D9C978},1,0,1,0,0,0,,506,,,,Grant,WACWC,53025,BOR,IDPNRL,,Private,Private,,,,,,,NW10,BLM,WASPD,US-WA,Grass-Shrub,GS2,,,,2021-WASPD-000506,No Decision,wildcad,INFORM_Inspector,0,,,2021/08/10 16:31:42+00,2022/01/11 19:54:46+00,IRWIN,{E59BE92B-F5B3-4839-9C54-90DDA45FFF5E},0,,
991292,5172367,T10,-116.5936136,46.52512315,220737,,CERTIFIED,10424.3427,2021/08/22 23:00:00+00,2021/09/02 21:27:59+00,11167,1,IDGVC,4502000,,,2022/03/01 22:41:53+00,Minimal,Creeping,Smoldering,Isolated Torching,Human,Utilities,Power Generation/Transmission,N79C,,2021/08/11 20:05:00+00,Type 3 Incident,2021/11/01 15:46:00+00,0,100,0,0,PN,1522,NRCC,2021/08/22 23:00:00+00,2021/08/21 23:00:00+00,2021/08/22 23:00:00+00,F,Type 3 IC,Bedrock,25 miles northeast of Lewiston,WF,FI,46.51635,-116.5905,,,{E8829328-DB00-462C-A5BD-6F9CE1B2970F},1,0,1,0,0,0,0,892,100,100,Lenore,Nez Perce,IDGVC,16069,,IDNPT,,Tribal,Other,,,,,,,NR05,DL,IDPDS,US-ID,Timber,TU1,Timber (Grass and Understory),Brush (2 feet),107,2021-IDPDS-000892,Approved Decision,wildcad,INFORM_Inspector,0,Type 2 Incident,2021/08/13 21:16:02+00,2021/08/11 20:29:50+00,2022/03/01 22:41:19+00,IRWIN,{EA815AC0-E794-4B64-8E4E-26D3B89B86E8},0,,
807533,5130259,T10,-119.0097623,46.25622947,220940,,DEFAULT,0.83,2021/08/11 15:16:00+00,2021/08/12 15:59:59+00,2,1,WACWC,,,,,,,,,Human,Utilities,Power Generation/Transmission,N8A4,,2021/08/11 14:54:00+00,,2021/08/23 23:39:00+00,,,,,PD,1522,NWCC,,,,,,LOWER SMITH CANYON,,WF,FI,46.25155,-119.0085,0.1,2021/08/11 15:10:00+00,{5EEF05C0-B481-4A99-9C86-D2CFAE26D32F},,0,1,0,0,0,,511,,,,Franklin,WACWC,53021,BOR,IDPNRL,,Private,Private,,,,,,,NW10,BLM,WASPD,US-WA,Grass-Shrub,GS2,,,,2021-WASPD-000511,No Decision,wildcad,INFORM_Inspector,0,,,2021/08/12 18:58:50+00,2022/01/19 23:51:20+00,IRWIN,{D1143FDD-A439-4FB1-B031-0EC7E02B0CF2},0,,
698220,4675851,T10,-120.5987135,42.20970544,221002,,CERTIFIED,8948.4283,2021/09/01 23:29:59+00,2021/10/21 23:29:59+00,8930,1,ORLFC,14676241,,,2022/01/24 19:38:56+00,Active,Short Crown Runs,Running,Single Tree Torching,Natural,Lightning,,N8CK,,2021/08/12 22:04:00+00,Type 3 Incident,2022/01/14 18:45:00+00,0,100,0,0,P6,602,NWCC,2021/08/14 00:59:59+00,2021/08/14 00:45:00+00,2021/08/14 00:59:59+00,F,Type 3 IC,Patton Meadow,15 Miles West of Lakeview,WF,FI,42.20148,-120.5995,1,2021/08/12 22:04:00+00,{5CB9FF37-7EB4-439E-9452-5C400A1EE468},,0,1,0,0,0,0,210419,98,100,Lakeview,Lake,ORLFC,41037,FS,ORFWF,,USFS,Federal,Willamette,,,18,4,39,NW07,FS,ORFWF,US-OR,Timber,TL4,Timber (Litter and Understory),Light Logging Slash,132,2021-ORFWF-210419,Approved Decision,wildcad,INFORM_Inspector,0,Type 1 Incident,2021/08/14 17:51:53+00,2021/08/12 22:59:00+00,2022/01/24 19:38:56+00,IRWIN,{F1EEBD0A-BF00-42CF-BB34-48BAF05F9EDC},1,Fox Complex,{5F6ACBA7-C358-43D0-9BA4-E60C3903060F}
658654,4651254,T10,-121.0844136,41.99732538,221004,,CERTIFIED,352.7374,2021/08/31 23:26:00+00,2021/09/19 18:49:59+00,824,1,ORLFC,717514,,,2021/11/29 17:18:43+00,Moderate,Group Torching,Spotting,Smoldering,Natural,Lightning,,N8BY,,2021/08/12 22:39:00+00,Type 3 Incident,2021/10/18 16:38:00+00,0,100,0,0,PD,1522,NWCC,2021/08/14 00:59:59+00,2021/08/14 00:45:00+00,2021/08/14 00:59:59+00,F,Type 3 IC,Willow Valley,15 miles SE of Bonanza,WF,FI,42.00934,-121.1107,,2021/08/12 22:44:59+00,{2CD53F56-632F-451D-940B-191D4D380484},,0,1,0,0,0,0,210420,100,100,Klamath,Klamath,ORLFC,41035,BLM,ORLAD,,BLM,Federal,Willamette,,,14.5,20,41,NW07,BLM,ORLAD,US-OR,Grass-Shrub,GS2,Timber (Litter and Understory),Brush (2 feet),47,2021-ORLAD-210420,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2021/08/15 19:41:51+00,2021/08/12 23:10:10+00,2021/11/29 17:18:43+00,IRWIN,{9DA01F2D-81F6-423A-A3EF-996FA311CD69},1,Fox Complex,{5F6ACBA7-C358-43D0-9BA4-E60C3903060F}
774880,5124473,T10,-119.4359141,46.21824584,221111,,CERTIFIED,3.89,2021/08/14 02:00:00+00,2021/09/08 21:59:59+00,3.5,3,WACWC,,,,2022/01/11 19:55:20+00,,,,,Undetermined,Other Human Cause,,N8DC,,2021/08/13 08:13:00+00,,2021/09/08 21:59:59+00,,,,,PD,1522,NWCC,,,,,,DENNIS RD,,WF,FI,46.21479,-119.4355,3.5,2021/08/13 10:11:00+00,{06E7D3B0-32C4-4E71-9E43-3D367B5D24AC},1,0,1,0,0,0,,513,,,,Benton,WACWC,53005,BLM,WASPD,,BLM,Federal,,,,,,,NW10,BLM,WASPD,US-WA,Brush,SH2,,,,2021-WASPD-000513,No Decision,wildcad,INFORM_Inspector,0,,,2021/08/13 16:48:07+00,2022/01/11 19:55:20+00,IRWIN,{65E9AE19-2943-44DF-8EBF-B2A3CD2DB7F0},0,,
755247,4539133,T10,-119.9668802,40.9634724,221142,,CERTIFIED,5.97,2021/08/17 00:26:00+00,,4,0.1,CASIFC,,,,2021/10/07 13:51:39+00,,,,,Natural,Lightning,,N8DY,,2021/08/13 19:05:15+00,,2021/09/04 18:00:00+00,,,,,PD,1522,ONCC,,,,,,S-1 JETTISON,,WF,FI,40.963467,-119.966867,,2021/08/13 19:12:59+00,{28F1BAA7-B746-4F26-8DE8-0C5EBBCB703D},,0,1,0,0,0,,4712,,,,Washoe,CASIFC,32031,BLM,CANOD,,BLM,Federal,,,,,,,NC08,BLM,CANOD,US-NV,Grass-Shrub,GS2,,,,2021-CANOD-004712,No Decision,IROC,INFORM_Inspector,0,,,2021/08/13 19:08:06+00,2021/10/07 13:51:40+00,IRWIN,{1037EEDC-5552-480F-AD1A-CC5A09658FA7},,,
1044080,5053456,T10,-116.0452133,45.42241612,221165,,CERTIFIED,1458.502,2021/08/20 00:00:00+00,2021/08/23 19:07:00+00,1459,1,IDPAC,580000,,,2021/11/01 17:23:55+00,Minimal,Smoldering,Backing,Isolated Torching,Human,Equipment,,N8D0,,2021/08/13 19:57:59+00,Type 4 Incident,2021/09/29 15:00:00+00,0,100,0,0,P4,412,GBCC,2021/08/20 20:29:59+00,2021/08/19 23:00:00+00,2021/08/20 20:29:59+00,F,Type 4 IC,French,12 miles east of Riggins Idaho,WF,FI,45.42244,-116.0457,25,2021/08/13 20:00:00+00,{4F9833FA-5D33-4E48-830C-F09D6F52FBFF},,0,0,0,0,1,0,673,100,100,,Idaho,IDPAC,16049,BLM,IDCWD,,BLM,Federal,,,,,,,GB01,FS,IDPAF,US-ID,Grass-Shrub,GS2,Timber (Grass and Understory),,40,2021-IDPAF-000673,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2021/08/16 14:59:27+00,2021/08/13 20:41:51+00,2021/11/01 17:23:56+00,IRWIN,{3B95F429-B13E-4800-88A3-B22756288631},,,
625194,4470209,T10,-121.5253024,40.37307122,221316,ek1x,FIREREPORTING,13061.2343,2021/08/17 12:59:59+00,2021/08/18 12:59:59+00,0.1,0.1,CASIFC,,,,2022/01/14 18:08:21+00,,,,,Natural,Lightning,,PA3J,,2021/08/13 01:51:07+00,,2021/09/08 15:30:00+00,,,,,p5,,ONCC,,,,,,L-1 MORGAN,,WF,FI,40.373066,-121.525289,,2021/08/13 01:55:00+00,{0B18ADBD-AF31-4076-851D-E7E7DE9CC2DA},,0,0,0,0,0,,4688,,,,Tehama,CASIFC,6103,FS,CALNF,,USFS,Federal,,,,,,,NC07,FS,CALNF,US-CA,Timber,TL7,,,,2021-CALNF-004688,No Decision,cfcad,INFORM_Inspector,0,,,2021/08/14 17:19:11+00,2022/03/03 17:26:50+00,IRWIN,{0AF66B3C-38E4-4868-AF79-940C9F1B6021},0,,
787120,5210773,T10,-119.2240142,46.98817591,221591,,DEFAULT,11.55,2021/08/16 19:47:00+00,2021/08/16 19:47:00+00,12,1,WACWC,,,,,,,,,Undetermined,Smoking,,N8JL,,2021/08/15 22:26:00+00,,2021/09/08 21:59:59+00,,,,,PD,1522,NWCC,,,,,,ISLAND,,WF,FI,46.97741,-119.2481,12,2021/08/16 00:20:00+00,{9DE28962-20B2-4482-8982-9BF6E7106073},1,0,1,0,0,0,,520,,,,Grant,WACWC,53025,BOR,IDPNRL,,BOR,Federal,,,,,,,NW10,BLM,WASPD,US-WA,Grass-Shrub,GS2,,,,2021-WASPD-000520,No Decision,wildcad,wildcad,0,,,2021/08/16 00:46:30+00,2021/12/08 17:52:17+00,IRWIN,{B04EAE1D-A0D0-44FC-95E3-9C16EB9F3E14},,,
738594,4552535,T10,-120.1593463,41.08908839,221734,,CERTIFIED,8.55,,,8.6,0.1,CASIFC,,,,2021/10/07 13:53:06+00,,,,,Human,Other Human Cause,,N8LA,,2021/08/16 19:45:57+00,,2021/09/01 18:00:00+00,,,,,PD,1522,ONCC,,,,,,ALASKA,,WF,FI,41.089083,-120.159333,,2021/08/16 19:50:59+00,{A73647AD-FD6E-4557-A991-EEFEFFEC6075},,0,1,0,0,0,,4769,,,,Lassen,CASIFC,6035,BLM,CANOD,,Private,Private,,,,,,,NC08,BLM,CANOD,US-CA,Brush,SH5,,,,2021-CANOD-004769,No Decision,cfcad,INFORM_Inspector,0,,,2021/08/16 19:49:22+00,2021/10/07 13:53:08+00,IRWIN,{E68986AF-CAEF-48FF-911C-8B5C864473A0},,,
912922,4679162,T10,-118.0025131,42.15567267,221956,,CERTIFIED,169.13,2021/08/18 15:59:59+00,2021/08/18 17:58:00+00,169,1,ORVAC,20000,,,2021/10/25 20:43:45+00,Minimal,Smoldering,Creeping,,Natural,Lightning,,N8NH,,2021/08/17 15:30:59+00,Type 4 Incident,2021/09/27 18:00:00+00,0,100,0,0,,,NWCC,2021/08/19 17:00:00+00,2021/08/17 21:59:59+00,2021/08/19 17:00:00+00,F,Type 4 IC,TWIN PEAKS,"13 Miles Northwest of Mcdermitt, NV",WF,FI,42.16684,-118.0029,450,2021/08/17 15:35:00+00,{2AB61CF9-E117-43BE-9716-5E1004905B17},,0,1,1,0,0,0,220,100,100,,Malheur,ORVAC,41045,BLM,ORVAD,,BLM,Federal,,,,,,,NW12,BLM,ORVAD,US-OR,Brush,SH1,Brush (2 feet),Short Grass (1 foot),11,2021-ORVAD-000220,No Decision,wildcad,INFORM_Inspector,0,,,2021/08/17 20:23:29+00,2021/10/25 20:43:47+00,IRWIN,{63896894-7273-48CE-929A-6C9B0E5AA57C},,,
